,CPRO,LITPRO,CUMUN,LITMUN,CUDIS,ALQM2mes_LV_M_VC_21,time_pub_trans,time_priv_trans,str_line_dist,has_beach,has_parks,parks_surface,pt_lines,avg_inc_hh,ibi_urb,ibi_rur,cat_update,vpo,rented_houses_mitma,population,foreign_born_rate,superior_studies_rate,unemployment_rate,has_tram,has_metro,has_rodalies,has_fgc,pop_density,industrial_waste,population_growth,new_houses,mob_estud
70,8,Barcelona,8194,Sant Adrià de Besòs,819404,11.1415525114155,30,35,5.92,1,1,63918.18,21,40733,0.54,0.4,2013,4,62,1669,0.2427,0.4731,0.0877,1,0,1,0,9760.0,6818.75,3.4506666666666668,7.7,0.6769103
71,8,Barcelona,8194,Sant Adrià de Besòs,819405,10.8202855211741,29,35,5.37,0,1,63918.18,21,28673,0.54,0.4,2013,4,361,4927,0.2504828293078953,0.207035985386645,0.1607130302415263,1,1,0,0,9760.0,6818.75,-0.3050775740479549,7.7,0.6769103
72,8,Barcelona,8194,Sant Adrià de Besòs,819406,11.0091743119266,28,30,5.49,1,1,63918.18,21,25614,0.54,0.4,2013,4,127,10122,0.18199163208852,0.1457901600474215,0.3295545247974709,1,1,0,0,9760.0,6818.75,0.7026072329688814,7.7,0.6769103
73,8,Barcelona,8196,Sant Andreu de la Barca,819601,7.80975877192982,45,55,17.79,0,1,28488.0,4,37824,0.735,0.868,1996,0,1382,27206,0.1386179592736896,0.27086291994413,0.1210887194001323,0,0,0,1,4940.9,21156.64,0.01344756937977277,0.4,0.80393996
74,8,Barcelona,8200,Sant Boi de Llobregat,820001,11.0163869276188,37,35,12.03,0,0,255590.0,33,31491,0.61,0.982,2006,11,615,9940,0.1701136418511067,0.2341503319919517,0.1448900804828974,0,0,0,1,3901.0,11830.84,0.1840381179273377,1.2,0.88574538
75,8,Barcelona,8200,Sant Boi de Llobregat,820002,9.63855421686747,46,40,12.43,0,0,255590.0,33,39239,0.61,0.982,2006,11,1396,31848,0.1184379709871892,0.3058765291384075,0.1177008477769405,0,0,0,0,3901.0,11830.84,-0.03344461305007587,1.2,0.88574538
76,8,Barcelona,8200,Sant Boi de Llobregat,820003,9.63855421686747,38,35,11.74,0,1,255590.0,33,36809,0.61,0.982,2006,11,945,14788,0.1511967811739248,0.336408378414931,0.1324986678387882,0,0,0,1,3901.0,11830.84,0.028372739916550763,1.2,0.88574538
77,8,Barcelona,8200,Sant Boi de Llobregat,820004,9.85474395565106,44,35,11.79,0,1,255590.0,33,36370,0.61,0.982,2006,11,798,15882,0.129763776602443,0.2794734794106535,0.1250372874952777,0,0,0,0,3901.0,11830.84,-0.0704126426690079,1.2,0.88574538
78,8,Barcelona,8200,Sant Boi de Llobregat,820005,8.00961994960254,40,35,12.9,0,1,255590.0,33,33038,0.61,0.982,2006,11,133,5508,0.132716684822077,0.1909084967320261,0.2059673384168482,0,0,0,0,3901.0,11830.84,0.447568988173456,1.2,0.88574538
79,8,Barcelona,8200,Sant Boi de Llobregat,820006,9.82142857142857,40,35,12.4,0,1,255590.0,33,32624,0.61,0.982,2006,11,277,5655,0.1791612201591512,0.2278837665782494,0.1461969053934571,0,0,0,0,3901.0,11830.84,0.15644171779141106,1.2,0.88574538
80,8,Barcelona,8204,Sant Climent de Llobregat,820401,9.09244264507422,62,45,15.47,0,1,12979.0,1,44805,0.748,0.3,2006,0,158,4199,0.05906163372231484,0.3900358418671112,0.08601809954751131,0,0,0,0,387.9,71.44,0.07666666666666666,0.5,0.43396226
81,8,Barcelona,8205,Sant Cugat del Vallès,820501,12.0249855072464,52,50,12.0,0,0,106231.0,6,58273,0.528,0.9,2006,14,3220,41831,0.1878802634409887,0.6155650665774187,0.07482000669360045,0,0,0,0,1949.2,14470.89,0.08807387176485888,4.7,0.81482541
82,8,Barcelona,8205,Sant Cugat del Vallès,820502,11.8275068604447,32,45,11.79,0,0,106231.0,6,74543,0.528,0.9,2006,14,1543,20724,0.1993812825709323,0.6452318181818182,0.06210842983979926,0,0,0,1,1949.2,14470.89,0.019129579542660438,4.7,0.81482541
83,8,Barcelona,8205,Sant Cugat del Vallès,820503,11.304347826087,37,45,12.83,0,0,106231.0,6,80610,0.528,0.9,2006,14,294,8427,0.177290103239587,0.6365002491990032,0.07060975436098255,0,0,0,0,1949.2,14470.89,0.20471765546819157,4.7,0.81482541
84,8,Barcelona,8205,Sant Cugat del Vallès,820504,9.22980020080321,32,40,10.19,0,0,106231.0,6,56502,0.528,0.9,2006,14,187,4821,0.207223895457374,0.5876082555486414,0.1134464219041693,0,0,0,1,1949.2,14470.89,0.41585903083700443,4.7,0.81482541
85,8,Barcelona,8205,Sant Cugat del Vallès,820505,12.9538199650175,49,45,13.58,0,0,106231.0,6,76032,0.528,0.9,2006,14,706,16753,0.1523363337909628,0.6869109890765832,0.0650016594042858,0,0,0,1,1949.2,14470.89,0.18773484579936192,4.7,0.81482541
86,8,Barcelona,8211,Sant Feliu de Llobregat,821101,9.7469512195122,38,40,10.76,0,1,31011.0,11,48026,0.658,0.837,2006,21,361,11776,0.1058012822690217,0.4569726562500001,0.07711629585597826,0,0,1,0,3846.3,15243.49,0.9400329489291598,1.8,0.78289913
